companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
A & S Aluminum Supply,https://www.thomasnet.com/company/a-s-aluminum-supply-30804379/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Hialeah, FL 33010",,Distributor*,$1 - 4.9 Mil Revenue,,"Distributor of aluminum products including screen doors, fasteners, insulated wall panels, roof structures and fold-out shelters.",No
Woodstone,https://www.thomasnet.com/company/woodstone-10042414/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Walpole, NH 03609",,Manufacturer*,$10 - 24.9 Mil Revenue,1977.0,High Performance Custom Wooden Windows & Doors,No
Thermotech Windows Ltd.,https://www.thomasnet.com/company/thermotech-windows-ltd-30705473/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Nepean, ON K2E7Y4",,Distributor*,$1 - 4.9 Mil Revenue,1961.0,,No
United Prison Equipment,https://www.thomasnet.com/company/united-prison-equipment-30743688/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Green Lane, PA 18054",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1984.0,"Custom manufacturer of detention equipment and furniture. Products include beds, desks, seats, benches, doors, clothes hooks and mirrors. Capabilities include design, engineering, fabrication, heavy gauge metal forming, shearing, punching, drilling, tapping, welding, grinding, priming and painting.",No
"Waterman Supply Co., Inc.",https://www.thomasnet.com/company/waterman-supply-co-inc-10066132/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Wilmington, CA 90744",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fwatermansupply.com.png&w=256&q=75,"Distributor* , Custom Manufacturer",$10 - 24.9 Mil Revenue,1956.0,"Distributor of new & used industrial doors. Types of doors include water tight doors, gas tight & weather tight, weather tight & watertight doors & non-tight-no dogs doors. Watertight doors such as watertight doors with 6-dogs, square corner watertight doors with 6-dogs, quick-action handwheel operated watertight doors with 6-dogs, watertight dutch doors, watertight 14-dogs double doors, watertight personal & equipment doors & quick action-lever operated watertight doors are available. Materials used include mild steel, brass, stainless steel & plated steel.",No
"Jim Bishop Cabinets, Inc.",https://www.thomasnet.com/company/jim-bishop-cabinets-inc-30735634/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Montgomery, AL 36116",,Custom Manufacturer*,,,"Custom manufacturer of wood products. Products include cabinets, doors, drawers and accessories. Applications include kitchens, residential and commercial.",No
East Haven Builders Supply,https://www.thomasnet.com/company/east-haven-builders-supply-30943462/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"East Haven, CT 06512",,Distributor*,$50 - 99.9 Mil Revenue,1960.0,"Distributor of building materials for contractors. Products include windows, doors, kitchen cabinets, countertops, fences, wallboards, drywalls, studs, lumber, trusses and engineered woods. Decking, roofing, railings and siding products are also offered. Serves the building and construction industries.",No
"Warehouse Cubed Consulting Group, LLC",https://www.thomasnet.com/company/warehouse-cubed-consulting-group-llc-30716333/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30716333%2F193318.jpg&w=256&q=75,"Turnkey Systems Integrator* , Distributor, Service Company",$1 - 4.9 Mil Revenue,2008.0,"Distributor of doors for warehousing applications. Types include dock, strip, fire, translucent and high speed, and air doors. Other dock equipment are also available. Consulting services are available.",No
"Royal Glass, LLC",https://www.thomasnet.com/company/royal-glass-llc-30981355/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"White Hall, WV 26554",,"Service Company* , Custom Manufacturer",$1 - 4.9 Mil Revenue,,"Glass glazing services. Doors, shower enclosures, mirrors, glass shelving, storefronts, table tops, and custom closet systems are offered. Repair and installation services are also offered.",No
Pioneer Industries,https://www.thomasnet.com/company/pioneer-industries-572677/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00572677%2F250087.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer",$10 - 24.9 Mil Revenue,1994.0,"Manufacturer of standard and custom-engineered industrial doors for various applications including acoustical, architectural, commercial, residential, and institutional. Types include louvered, flush, embossed, storefront, insulated, and interior and exterior in single and pair models. Features include honeycomb, mineral, steel, polystyrene, and urethane cores, lock and weld seams, and tack and fill, seamed, and seamless edges.  Offers 1-year limited warranty. SDI certified.",No
Lifestyle Bath and Shower Inc.,https://www.thomasnet.com/company/lifestyle-bath-and-shower-inc-30705736/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Edmonton, AB T6A3W1",,Distributor*,$1 Mil Revenue,1995.0,,No
"F&L Doors, Inc.",https://www.thomasnet.com/company/f-l-doors-inc-138576/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Hazleton, PA 18201",,"Distributor* , Service Company",$1 - 4.9 Mil Revenue,1970.0,"Distributor of overhead doors. Metal and wood garage, carriage, rolling, and sectional doors are offered. Wood garage doors can be manufactured with custom facing patterns. Doors are offered for commercial and industrial applications such as warehouses, garages, docks, and storage facilities, as well as residential applications. Door installation and repair services can be provided.",No
Tiger Door,https://www.thomasnet.com/company/tiger-door-30962885/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Brownsville, TX 78521",,Manufacturer*,,,"Manufacturer of architectural fiberglass reinforced plastic (FRP) products. Doors, fixed windows, door frames and door accessories are offered. Heavy-duty, pharmaceutical and hurricane doors are available. Vision light kits, louvers, appliques and FRP thresholds are also provided. Custom options are available.",No
"One Source Glass, Inc",https://www.thomasnet.com/company/one-source-glass-inc-30847575/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Joliet, IL 60431",,Distributor*,$1 Mil Revenue,,"Distributor of glass and glass products. Products include shower doors, insulated glass, laminated glass, glass plates, tempered glass, and muntin bars.",No
Hormann Flexon LLC,https://www.thomasnet.com/company/hormann-flexon-llc-159306/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Burgettstown, PA 15021",,"Manufacturer* , Custom Manufacturer",$1 - 4.9 Mil Revenue,1979.0,"Manufacturer of high performance doors including high speed roll up & impact doors. Loading dock equipment, insect barriers & screen doors also available.",No
"Designers Choice Cabinetry, Inc.",https://www.thomasnet.com/company/designers-choice-cabinetry-inc-30735879/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Rockledge, FL 32955",,Manufacturer*,$10 - 24.9 Mil Revenue,1988.0,"Manufacturer of doors and cabinets for kitchen, bathroom and office applications. Materials used are wood, MDF (medium density fiberboard) and thermofoils. Available in variety of finishes, colors and styles. Made in the USA.",No
GBM Global Trading LLC,https://www.thomasnet.com/company/gbm-global-trading-llc-30992274/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Naperville, IL 60564",,Distributor*,,,"Distributor of construction and oilfield supplies. Sanitaryware, plastic pipes, valves, paints, sealants, adhesives, plywood, hardware, fasteners, and cement are offered. Metal or pipe fittings, doors, windows, fiber reinforcement panels, pumps, and generators are provided. Emergency lights, sirens, pressure sensors, load cells, drilling mats, platforms, and elevators are available. Fire alarm monitoring systems, sprinklers, control panels, and smoke or heat detectors are also offered. Lifting, rigging, and process instruments are provided.",No
Pdl Building Products,https://www.thomasnet.com/company/pdl-building-products-30116341/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"North Olmsted, OH 44070",,Distributor*,$1 - 4.9 Mil Revenue,1997.0,"Distributor Of Building Products Including Doors & Windows In Many Styles Including Commercial Metal Building Doors, Masonry Concrete Doors, Glass Store Front Doors & Windows Of All Shapes & Sizes.",No
Layton's Lumber Ltd.,https://www.thomasnet.com/company/layton-s-lumber-ltd-30682963/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Sydney Mines, NS B1V1Y6",,Manufacturer*,$1 - 4.9 Mil Revenue,1902.0,,No
Aviation Axis,https://www.thomasnet.com/company/aviation-axis-30869933/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Irvine, CA 92606",,Distributor*,,2018.0,"Distributor of aircraft parts and materials for aerospace and defense industries. Products include bearings, fasteners, air ducts, airframe parts, alternators, amplifiers, batteries, storage bins, boards, panels, bulkheads, cards, consoles, defibrillators, deicing systems, diodes, dividers, doors, engines, filters, flashlights, fueling systems, fuselages, galleys, landing gears, instruments, seats, shafts, stringers, lubricants, chemicals, oils and aircraft materials. AS9120B, ISO 9001:2015 and FAA AC 0056B certified.",No
Architectural Window Manufacturing Corporation,https://www.thomasnet.com/company/architectural-window-manufacturing-corporation-30735781/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Rutherford, NJ 07070",,Manufacturer*,$25 - 49.9 Mil Revenue,1976.0,"Manufacturer of windows. Types include double and single hung, horizontal sliding, projected in/out, casement, dual action windows, and curtain wall, storefront and balcony doors. Markets served include colleges, universities, hospitals, hotels, military, schools, commercial and residential sectors.",No
JK Counter Tops Ltd.,https://www.thomasnet.com/company/jk-counter-tops-ltd-10020229/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Hamilton, ON L8E2Y4",,"Custom Manufacturer* , Manufacturer, Service Company",,,"Custom manufacturer of laminated products for homes, cottages, schools, hospitals and government sectors. Products include counter tops and doors.",No
Mil-Del Corp.,https://www.thomasnet.com/company/mil-del-corp-10026197/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Milford, DE 19963",,"Manufacturer* , Service Company",,,Garage Wood,No
Rustic Elegance,https://www.thomasnet.com/company/rustic-elegance-30759038/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Tucson, AZ 85714",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,,Custom manufacturer of wrought iron and pivot doors for homes.,No
"Enterprise Service Group, Inc.",https://www.thomasnet.com/company/enterprise-service-group-inc-10076730/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Brooklyn, NY 11219",,"Turnkey Systems Integrator* , Manufacturer, Service Company",$1 Mil Revenue,1989.0,"Installation Services Of Mailboxes, Intercoms, Roof Alarms, & Doors",No
"American Insulated Panel Co., Inc.",https://www.thomasnet.com/company/american-insulated-panel-co-inc-978618/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"Taunton, MA 02780",,"Turnkey Systems Integrator* , Service Company",$5 - 9.9 Mil Revenue,1987.0,"Turnkey refrigeration solutions provided. Products include walk-in coolers, freezers, refrigerators, insulated panels, freezer/cooler doors and vapor barriers.",No
Mid-Cape Home Centers,https://www.thomasnet.com/company/mid-cape-home-centers-30965922/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=95,"South Dennis, MA 02660",,Distributor*,,1895.0,"Distributor of building materials and wood products for construction industry. Lumber, insulation, fasteners, tools, hardware, deckings, sidings, cabinets, countertops,  railing, decking and trim are also offered. Tile, skylights, appliances, stairs, wood mouldings, windows, interior and exterior doors are available. Paints, stains, varnishes, finishes, primers and coatings are provided. Suitable for kitchen, bath and commercial applications.",No
